"","V1","V2","V3","V4","V5","V6"
"741",1,118,2,1.5,3,1.95
"742",1,172,1,0.25,0,0.05
"743",1,194,0,0.75,4,1.7
"744",1,120,0,0.1,0,0.5
"745",1,170,2,0.55,2,0.2
"746",1,94,4,1.45,0,0.95
"747",1,61,0,0.75,0,0.5
"748",1,120,2,1.15,0,0.45
"749",1,166,4,0.05,2,1.9
"750",1,59,0,0.5,2,1.9
"751",1,108,2,0.7,0,0.65
"752",1,63,1,0.4,0,0.95
"753",1,89,4,0.8,0,1
"754",1,35,2,1.5,0,0.05
"755",1,193,1,0.45,1,0.75
"756",1,140,4,1.9,4,0.9
"757",1,194,0,0.15,3,1.15
"758",1,24,2,1.15,3,1.35
"759",1,116,2,1.9,0,0.1
"760",1,166,4,1.8,3,1.95
"761",1,191,2,0.35,1,0.85
"762",1,6,2,0.65,1,0.65
"763",1,104,1,0.65,4,0.4
"764",1,49,0,0.05,2,1.25
"765",1,116,0,0.4,4,0.05
"766",1,93,4,1.9,3,1.85
"767",1,77,4,1.8,3,1.5
"768",1,163,0,0.9,1,0.7
"769",1,163,1,0.6,0,0.8
"770",1,50,2,0.85,1,0.05
"771",1,55,3,1.05,1,1
"772",1,74,2,0.55,4,0.1
"773",1,129,1,0.35,2,0.9
"774",1,28,2,0.7,1,0.95
"775",1,133,3,1.9,2,1.7
"776",1,45,3,1.15,0,0.95
"777",1,19,0,0.5,0,0.2
"778",1,41,3,1.4,4,1.6
"779",1,2,0,0.45,0,1
"780",1,88,4,0.25,0,0.45
"781",1,50,0,0.2,4,1.9
"782",1,14,1,0.25,1,0.35
"783",1,40,0,0.05,1,0.3
"784",1,32,3,1.3,2,0.2
"785",1,145,0,0.1,2,0.8
"786",1,48,2,0.15,3,1.25
"787",1,1,2,0.1,4,0.45
"788",1,54,1,0.3,0,0.2
"789",1,66,4,0.8,4,0.15
"790",1,110,1,0.25,0,0.7
"791",1,161,3,1.2,2,0.5
"792",1,60,2,0.3,2,1.35
"793",1,59,0,0.3,4,0.65
"794",1,70,1,0.1,4,0.65
"795",1,181,1,0.1,0,0.05
"796",1,15,3,1.05,4,1.95
"797",1,10,2,0.1,3,1.95
"798",1,79,4,1.25,4,0.05
"799",1,89,3,1.95,3,1.1
"800",1,81,3,1.4,1,0.6
"801",1,85,0,0.75,4,1.05
"802",1,3,1,0.75,4,0.25
"803",1,36,3,1.25,4,0.85
"804",1,185,0,0.75,0,0.15
"805",1,49,0,0.15,1,0.4
"806",1,115,0,1,1,0.55
"807",1,112,3,2,1,0.95
"808",1,180,0,0.35,3,1.45
"809",1,66,2,0.05,1,0.1
"810",1,100,1,0.5,2,0.4
"811",1,90,0,0.65,0,0.6
"812",1,73,1,0.2,4,1.8
"813",1,172,0,0.85,0,0.65
"814",1,20,0,0.6,4,1.3
"815",1,182,1,0.45,1,0.35
"816",1,100,3,1.2,2,1.6
"817",1,57,0,0.75,3,1.85
"818",1,132,2,0.75,2,0.9
"819",1,6,1,0.25,2,1.2
"820",1,54,4,0.55,3,1.35
"821",1,135,0,0.7,0,0.85
"822",1,127,2,1.7,1,0.4
"823",1,47,2,1.65,1,0.5
"824",1,90,1,0.6,2,0.15
"825",1,161,3,1.35,2,1.9
"826",1,104,4,1.75,2,1.05
"827",1,45,2,0.1,3,1.8
"828",1,143,3,1.4,2,1.85
"829",1,184,1,0.45,1,0.85
"830",1,141,4,0.25,3,1.65
"831",1,177,2,1.05,4,0.05
"832",1,10,4,1,2,1.3
"833",1,88,2,0.35,0,0.8
"834",1,117,0,0.8,2,1.15
"835",1,179,3,1.05,2,0.3
"836",1,199,1,0.4,3,1.5
"837",1,136,4,0.45,2,0.55
"838",1,26,2,1.15,2,0.9
"839",1,14,0,0.95,2,1.95
"840",1,67,0,0.35,2,0.3
"841",1,149,4,1.65,3,1.95
"842",1,159,4,0.45,2,0.8
"843",1,40,4,1.65,2,1.3
"844",1,195,2,1.95,4,0.75
"845",1,37,1,1,3,1.8
"846",1,96,1,0.95,1,0.3
"847",1,97,0,0.3,4,1.9
"848",1,167,0,0.65,4,1.4
"849",1,79,4,0.85,0,0.75
"850",1,5,4,0.85,3,1.2
"851",1,190,3,1.25,0,0.65
"852",1,154,2,0.3,1,0.3
"853",1,145,1,1,4,1.6
"854",1,24,1,0.35,0,0.05
"855",1,127,1,0.3,4,0.65
"856",1,147,1,0.5,4,1.25
"857",1,180,0,0.4,1,0.5
"858",1,136,4,1.75,4,1.55
"859",1,66,0,0.25,1,0.15
"860",1,149,2,1.4,2,0.55
"861",1,87,4,1.2,4,1.75
"862",1,175,2,0.5,2,0.45
"863",1,148,0,0.1,0,0.8
"864",1,38,0,0.05,2,1.4
"865",1,194,4,1.25,4,0.55
"866",1,7,0,0.8,2,0.95
"867",1,41,2,0.05,0,0.75
"868",1,154,3,1.1,1,0.05
"869",1,130,2,0.75,4,0.35
"870",1,128,0,0.7,2,1.3
"871",1,124,1,0.25,0,0.7
"872",1,174,4,1.05,0,0.85
"873",1,146,4,0.35,0,0.6
"874",1,30,3,1.5,3,1.95
"875",1,66,2,0.35,3,1.75
"876",1,123,2,1.2,3,1.75
"877",1,7,2,1.6,4,1.75
"878",1,86,3,1.75,4,1.65
"879",1,100,2,1.75,0,0.7
"880",1,68,0,0.75,3,1.95
"881",1,149,0,0.15,3,1.4
"882",1,160,2,1.95,2,1.4
"883",1,198,1,0.7,0,0.3
"884",1,141,3,1.75,1,0.2
"885",1,168,1,0.95,0,0.75
"886",1,15,4,0.65,3,1.05
"887",1,75,0,0.05,2,1.65
"888",1,49,2,0.6,4,0.75
"889",1,27,4,1.5,3,2
"890",1,84,0,0.9,2,1.9
"891",1,21,1,0.3,4,0.8
"892",1,10,4,1.6,4,0.95
"893",1,148,0,0.5,1,0.45
"894",1,89,1,0.3,2,0.8
"895",1,116,1,0.65,0,0.4
"896",1,181,2,1.55,3,1.9
"897",1,36,4,1.8,2,1.25
"898",1,30,4,1.65,2,1.55
"899",1,47,3,1.95,2,0.4
"900",1,143,0,0.3,2,0.5
"901",1,4,3,1.3,0,1
"902",1,14,4,1.9,2,0.55
"903",1,65,2,0.35,2,0.9
"904",1,39,2,0.65,1,0.05
"905",1,89,4,2,1,0.7
"906",1,111,0,0.2,1,0.85
"907",1,3,4,1.45,0,0.85
"908",1,95,2,1.95,4,0.3
"909",1,35,2,0.9,3,1.7
"910",1,39,2,0.2,1,1
"911",1,83,2,1.4,3,1.9
"912",1,137,0,0.85,0,0.7
"913",1,174,0,0.9,4,1.5
"914",1,177,1,0.75,4,1.2
"915",1,167,1,0.85,2,0.45
"916",1,198,0,0.35,2,0.05
"917",1,127,1,0.2,4,0.85
"918",1,108,3,1.65,3,1.05
"919",1,177,3,1.65,2,0.65
"920",1,102,3,1.4,3,1.3
"921",1,195,2,1.85,4,0.8
"922",1,167,4,1.55,4,1.65
"923",1,34,1,0.1,4,1.8
"924",1,53,4,1.7,3,1.05
"925",1,79,2,1.75,0,0.55
"926",1,175,4,0.15,1,0.85
"927",1,185,4,1.7,1,0.1
"928",1,163,2,0.35,1,0.95
"929",1,96,2,1.4,1,0.9
"930",1,65,0,0.6,0,0.5
"931",1,100,0,0.15,1,0.65
"932",1,188,3,1.5,1,0.75
"933",1,196,4,0.6,0,0.6
"934",1,37,2,1.8,4,1.1
"935",1,44,4,0.65,1,0.6
"936",1,67,4,1.7,0,0.75
"937",1,14,4,0.3,2,0.6
"938",1,198,3,1.85,3,1.05
"939",1,15,3,1.15,3,1.6
"940",1,149,0,1,4,0.1
"941",1,64,3,1.75,4,2
"942",1,111,4,1.85,3,1.4
"943",1,62,2,1.05,2,0.1
"944",1,80,1,0.1,0,0.25
"945",1,74,4,0.1,1,0.9
"946",1,53,2,1.95,1,0.25
"947",1,104,3,1.35,2,0.55
"948",1,155,1,0.45,4,1.05
"949",1,90,4,0.3,0,0.05
"950",1,88,4,1.9,1,0.7
"951",1,86,0,0.55,3,1.95
"952",1,141,1,0.25,0,0.25
"953",1,32,2,0.5,1,0.25
"954",1,152,0,0.95,2,0.1
"955",1,84,4,1.85,4,0.6
"956",1,49,0,0.95,1,0.05
"957",1,144,1,0.05,3,1.8
"958",1,46,0,0.4,2,1.55
"959",1,138,2,1.65,0,0.75
"960",1,127,3,1.5,2,1.05
"961",1,82,3,2,3,1.9
"962",1,88,3,1.35,1,0.2
"963",1,8,2,1.2,0,0.15
"964",1,123,0,0.6,0,0.45
"965",1,72,0,0.75,0,0.65
"966",1,49,2,1,4,1.5
"967",1,57,2,1.5,2,1.55
"968",1,122,0,0.55,1,0.85
"969",1,112,2,0.05,4,0.9
"970",1,144,2,1.5,0,0.15
"971",1,97,1,0.55,3,1.4
"972",1,5,1,0.95,2,1.05
"973",1,106,1,0.25,1,0.7
"974",1,88,1,0.75,4,0.5
"975",1,131,2,0.1,4,1.2
"976",1,102,2,0.8,0,0.8
"977",1,187,2,0.65,1,0.75
"978",1,42,1,0.95,2,0.05
"979",1,85,4,0.85,1,0.45
"980",1,97,1,0.9,2,1
"981",1,131,1,0.75,0,0.65
"982",1,2,3,1.55,3,1.75
"983",1,57,3,1.05,2,1.9
"984",1,106,4,1.95,1,0.95
"985",1,14,1,0.45,2,1.45
"986",1,41,0,0.05,3,1.55
"987",1,35,2,0.8,1,0.25
"988",1,62,2,1,4,0.6
"989",1,25,1,0.8,2,0.4
"990",1,110,2,0.65,2,0.45
"991",1,82,0,0.35,3,2
"992",1,84,4,0.85,3,1.1
"993",1,133,0,0.3,1,0.9
"994",1,38,2,1.9,1,0.1
"995",1,197,4,0.5,0,0.15
"996",1,12,2,1.05,4,0.6
"997",1,55,4,0.7,3,1.65
"998",1,7,2,1.6,2,1.2
"999",1,193,1,0.6,2,0.7
"1000",1,175,1,0.25,4,1.4
"1001",1,168,4,1.1,1,0.4
"1002",1,53,2,0.4,1,0.4
"1003",1,71,3,1.9,1,0.65
"1004",1,120,1,0.35,4,1.6
"1005",1,113,0,0.1,1,0.8
"1006",1,115,4,1.1,0,0.3
"1007",1,60,2,0.6,3,1.45
"1008",1,9,2,1.1,2,1.9
"1009",1,11,0,0.6,1,0.85
"1010",1,64,2,1.9,4,0.8
"1011",1,17,2,1.6,4,1.8
"1012",1,181,1,0.8,2,0.35
"1013",1,27,0,0.2,1,0.35
"1014",1,170,1,0.9,2,1.25
"1015",1,102,4,1,1,1
"1016",1,56,1,0.05,3,1.9
"1017",1,78,1,0.35,2,1.2
"1018",1,132,2,1.75,1,0.55
"1019",1,120,4,1.35,2,0.35
"1020",1,79,2,1.7,0,0.7
"1021",1,16,1,0.75,3,1.4
"1022",1,196,4,1.7,0,0.4
"1023",1,163,0,0.55,4,1.75
"1024",1,159,4,1.75,0,0.05
"1025",1,187,2,0.75,1,0.95
"1026",1,29,2,1.75,1,0.85
"1027",1,157,4,1.25,0,0.45
"1028",1,79,0,0.15,4,0.35
"1029",1,154,0,0.75,2,1.5
"1030",1,50,0,0.85,0,0.9
"1031",1,153,3,1.1,4,2
"1032",1,182,2,0.3,3,1.65
"1033",1,7,1,0.45,1,0.85
"1034",1,100,0,0.55,0,0.6
"1035",1,171,0,0.95,4,1.4
"1036",1,133,1,0.4,3,1.3
"1037",1,178,0,0.15,2,0.65
"1038",1,46,1,0.8,1,0.5
"1039",1,89,2,1.15,1,0.9
"1040",1,57,2,0.05,0,0.05
"1041",1,146,4,1.7,0,0.45
"1042",1,124,4,1.3,3,1.8
"1043",1,142,3,1.65,4,1
"1044",1,136,3,1.75,1,0.8
"1045",1,42,0,0.35,0,0.2
"1046",1,102,3,1.3,0,0.2
"1047",1,25,1,0.55,0,0.15
"1048",1,51,4,1.4,4,0.45
"1049",1,59,1,0.6,0,0.8
"1050",1,40,4,1.8,0,0.6
"1051",1,144,2,1.9,1,0.9
"1052",1,181,0,0.25,1,0.8
"1053",1,86,4,1.6,4,0.1
"1054",1,50,4,0.75,1,0.6
"1055",1,100,1,0.25,1,0.75
"1056",1,143,4,1.15,1,0.7
"1057",1,133,2,0.5,1,0.05
"1058",1,66,1,0.4,2,0.15
"1059",1,164,3,1.35,0,0.75
"1060",1,99,1,0.65,1,0.2
"1061",1,25,0,0.25,2,0.4
"1062",1,124,4,0.3,0,1
"1063",1,32,0,0.8,3,1.5
"1064",1,40,3,1.3,3,1.7
"1065",1,43,0,0.05,1,0.75
"1066",1,10,0,0.6,1,0.15
"1067",1,15,2,0.1,1,0.55
"1068",1,177,4,1.3,4,1.35
"1069",1,132,3,1.1,1,0.4
"1070",1,101,2,1.05,3,1.6
"1071",1,173,3,1.7,0,0.3
"1072",1,12,1,0.6,1,0.15
"1073",1,149,2,1.45,2,0.5
"1074",1,136,3,2,0,0.65
"1075",1,88,0,0.75,0,0.05
"1076",1,120,1,0.25,3,1.65
"1077",1,108,0,0.2,0,0.45
"1078",1,37,0,0.7,0,0.45
"1079",1,191,4,1.2,1,0.95
"1080",1,50,0,0.2,0,0.3
"1081",1,149,0,0.1,0,0.75
"1082",1,42,0,0.1,2,1.6
"1083",1,69,0,0.8,1,0.75
"1084",1,50,3,1.35,2,1.7
"1085",1,7,2,1.65,3,1.05
"1086",1,76,0,0.25,3,1.55
"1087",1,147,2,0.9,3,1.45
"1088",1,77,0,0.3,0,0.8
"1089",1,65,4,1.85,1,0.55
"1090",1,54,4,0.5,3,1.75
"1091",1,195,1,0.9,2,0.8
"1092",1,48,4,0.1,0,0.05
"1093",1,182,0,0.4,3,1.1
"1094",1,64,3,1.55,2,0.4
"1095",1,158,4,0.75,4,0.15
"1096",1,65,2,0.7,1,0.2
"1097",1,8,4,0.9,1,0.6
"1098",1,31,0,0.25,1,0.1
"1099",1,26,2,1.5,0,0.7
"1100",1,8,0,0.05,1,0.65
"1101",1,43,0,0.35,0,0.4
"1102",1,37,3,1.55,2,1.3
"1103",1,138,3,1.85,3,1.15
"1104",1,9,2,0.85,0,0.05
"1105",1,173,4,1.85,0,0.65
"1106",1,145,4,1.2,4,0.3
"1107",1,186,0,0.35,0,0.2
"1108",1,59,0,0.6,1,0.6
"1109",1,88,4,1.4,2,0.7
"1110",1,195,4,1.4,3,1.15
"1111",1,97,1,0.6,1,0.55
"1112",1,91,4,1.5,2,0.8
"1113",1,154,2,0.2,0,0.45
"1114",1,4,3,1.3,4,0.3
"1115",1,58,3,1.7,1,0.65
"1116",1,122,4,0.5,4,1.9
"1117",1,136,1,0.4,3,1.1
"1118",1,81,1,0.95,4,1.65
"1119",1,59,2,0.4,1,0.05
"1120",1,58,2,1.65,4,1
"1121",1,17,4,1.35,1,0.45
"1122",1,50,4,1.25,0,0.2
"1123",1,1,4,1.4,0,0.95
"1124",1,116,4,1.25,1,0.1
"1125",1,130,1,0.85,4,0.15
"1126",1,77,3,1.2,4,0.45
"1127",1,82,0,0.25,1,0.75
"1128",1,53,3,1.85,2,1.35
"1129",1,139,0,0.15,0,0.5
"1130",1,46,4,0.2,0,0.3
"1131",1,53,1,0.25,0,0.2
"1132",1,123,2,1.8,3,1.2
"1133",1,126,4,0.55,0,0.9
"1134",1,150,4,0.75,2,1.85
"1135",1,18,2,0.2,4,0.45
"1136",1,117,2,0.25,4,1.55
"1137",1,50,4,0.6,2,1.95
"1138",1,118,2,0.65,2,0.95
"1139",1,138,1,1,2,0.1
"1140",1,106,3,1.7,0,0.65
"1141",1,155,2,0.8,2,1.55
"1142",1,55,4,1.8,4,0.75
"1143",1,23,1,0.05,0,0.7
"1144",1,70,1,0.6,3,1.35
"1145",1,43,1,0.8,4,1.1
"1146",1,119,3,1.15,4,0.15
"1147",1,76,3,1.55,1,0.7
"1148",1,110,4,0.2,4,0.4
"1149",1,154,4,0.15,1,0.45
"1150",1,142,3,1.05,2,0.05
"1151",1,187,3,1.65,4,0.5
"1152",1,41,0,0.9,2,1.7
"1153",1,59,1,0.3,1,0.05
"1154",1,62,4,1.85,3,2
"1155",1,113,2,1.25,0,0.2
"1156",1,136,2,1.2,2,1.95
"1157",1,167,3,1.85,2,0.3
"1158",1,127,0,0.25,4,1.15
"1159",1,161,2,1.1,1,0.55
"1160",1,176,1,0.85,0,0.15
"1161",1,144,2,0.8,4,1.1
"1162",1,15,1,0.75,3,1.3
"1163",1,107,0,0.6,4,1.6
"1164",1,107,1,0.6,0,0.7
"1165",1,12,4,1.6,0,0.35
"1166",1,113,1,0.7,1,0.05
"1167",1,150,2,0.05,0,0.75
"1168",1,171,2,1.55,4,1.65
"1169",1,46,0,0.55,4,0.65
"1170",1,15,2,0.15,3,1.4
"1171",1,1,0,0.2,3,1.85
"1172",1,4,2,0.3,1,0.05
"1173",1,178,3,1.7,1,0.6
"1174",1,37,3,1.35,1,0.3
"1175",1,54,1,0.55,1,0.25
"1176",1,149,4,1.8,4,0.25
"1177",1,18,4,0.7,1,0.5
"1178",1,164,2,0.6,3,1.35
"1179",1,58,3,1.35,2,0.4
"1180",1,144,4,0.2,3,1.85
"1181",1,111,1,0.15,1,0.9
"1182",1,87,2,0.1,0,0.2
"1183",1,151,4,0.2,1,0.75
"1184",1,171,3,1.55,1,0.35
"1185",1,56,2,0.2,2,1.1
"1186",1,26,4,1.25,4,1.4
"1187",1,176,1,0.4,1,0.1
"1188",1,57,4,0.15,4,1.7
"1189",1,9,3,1.35,4,0.3
"1190",1,31,0,0.65,3,1.7
"1191",1,79,3,1.2,1,1
"1192",1,50,2,0.8,1,0.85
"1193",1,92,1,0.85,2,0.7
"1194",1,94,0,0.55,4,1.15
"1195",1,135,1,0.25,2,0.5
"1196",1,55,0,0.2,0,0.85
"1197",1,11,2,1.55,2,1.2
"1198",1,71,0,0.9,0,0.6
"1199",1,157,2,1.45,1,0.85
"1200",1,132,1,0.4,2,0.9
"1201",1,166,2,1,2,0.4
"1202",1,109,0,0.85,4,0.6
"1203",1,48,2,1.1,2,0.95
"1204",1,146,2,1.85,2,0.85
"1205",1,138,2,0.5,4,1.9
"1206",1,37,2,1.65,1,0.25
"1207",1,155,4,0.15,1,0.75
"1208",1,16,3,1.3,0,0.4
"1209",1,90,1,0.8,4,0.25
"1210",1,136,1,0.65,0,0.5
"1211",1,122,3,1.35,2,1.15
"1212",1,130,4,1.55,0,0.45
"1213",1,49,0,0.75,2,1.05
"1214",1,12,0,0.5,1,0.8
"1215",1,7,2,1.65,1,0.1
"1216",1,47,4,0.4,4,1.9
"1217",1,65,3,1.5,4,1.1
"1218",1,71,0,0.55,3,1.45
"1219",1,32,2,1.1,1,0.6
"1220",1,132,0,0.35,3,1.75
"1221",1,75,0,0.9,4,0.95
"1222",1,141,4,0.05,0,0.9
"1223",1,9,4,1.55,3,1.05
"1224",1,76,4,1,4,1.4
"1225",1,85,4,1.35,3,1.85
"1226",1,127,2,0.8,0,0.7
"1227",1,161,0,0.85,3,1.65
"1228",1,61,4,1.8,4,1.9
"1229",1,131,2,0.7,3,1.05
"1230",1,13,0,0.3,2,1.4
"1231",1,104,2,1.95,4,2
"1232",1,2,1,0.75,4,1.5
"1233",1,43,2,1.95,4,0.55
"1234",1,158,3,1.65,1,0.55
"1235",1,128,2,1.4,1,0.5
"1236",1,168,0,0.85,1,0.45
"1237",1,64,0,0.3,1,0.9
"1238",1,195,2,1.85,4,1.9
"1239",1,65,0,0.35,3,1.4
"1240",1,17,0,0.15,4,1.25
"1241",1,60,1,0.35,2,1.95
"1242",1,159,0,0.4,3,1.35
"1243",1,95,1,0.5,4,0.35
"1244",1,190,1,0.7,2,1.9
"1245",1,141,2,1,1,0.9
"1246",1,140,2,1.1,2,0.7
"1247",1,195,2,0.7,2,1.35
"1248",1,32,1,0.45,1,0.3
"1249",1,179,4,0.95,2,0.65
"1250",1,13,0,0.85,2,1.4
"1251",1,129,2,0.95,0,0.75
"1252",1,4,1,0.25,2,1.95
"1253",1,7,0,0.9,1,0.65
"1254",1,24,0,0.05,3,1.15
"1255",1,193,1,0.4,4,1.3
"1256",1,10,2,1.15,2,1
"1257",1,42,1,0.15,3,1.15
"1258",1,175,2,0.45,3,1.6
"1259",1,144,2,0.15,2,1.05
"1260",1,133,0,0.7,0,0.75
"1261",1,156,0,0.55,1,0.6
"1262",1,110,4,1.45,0,0.25
"1263",1,199,0,0.7,3,1.5
"1264",1,144,4,0.75,1,0.15
"1265",1,146,1,0.45,4,0.65
"1266",1,174,1,0.2,2,0.9
"1267",1,59,1,0.15,1,0.25
"1268",1,92,2,0.85,4,0.55
"1269",1,117,2,0.95,0,0.1
"1270",1,146,0,0.65,2,1.55
"1271",1,97,3,1.65,3,1.45
"1272",1,83,0,0.2,2,1.1
"1273",1,59,4,0.05,3,1.5
"1274",1,26,3,1.4,3,1.9
"1275",1,126,1,1,2,1.55
"1276",1,83,0,0.05,0,0.25
"1277",1,135,4,1.35,1,0.1
"1278",1,89,1,0.65,0,0.8
"1279",1,88,0,0.95,0,0.5
"1280",1,98,0,0.75,4,1.75
"1281",1,194,1,0.65,3,1.45
"1282",1,168,2,0.2,0,0.55
"1283",1,160,3,1.5,3,1.25
"1284",1,152,3,1.2,2,0.15
"1285",1,185,4,1.15,4,1.35
"1286",1,99,1,0.35,3,1.7
"1287",1,120,2,1.5,2,1.75
"1288",1,36,2,1.8,0,0.75
"1289",1,97,4,1.75,0,0.3
"1290",1,86,4,1.4,0,0.3
"1291",1,127,4,0.85,0,0.2
"1292",1,122,0,0.6,2,0.5
"1293",1,106,0,0.9,4,0.9
"1294",1,42,3,1.15,1,0.75
"1295",1,114,1,0.9,4,0.2
"1296",1,3,4,0.5,0,1
"1297",1,143,2,1.65,4,1.5
"1298",1,112,4,1.15,4,0.5
"1299",1,143,2,1.3,3,2
"1300",1,176,4,2,2,0.05
"1301",1,27,4,0.35,0,0.4
"1302",1,131,1,0.55,2,0.7
"1303",1,126,0,0.05,1,0.45
"1304",1,117,1,0.8,0,0.7
"1305",1,133,4,0.4,4,1.05
"1306",1,132,4,0.7,2,0.15
"1307",1,141,2,1.85,1,0.4
"1308",1,158,4,1.85,2,0.2
"1309",1,65,0,0.35,3,1.8
"1310",1,83,2,1.6,2,0.2
"1311",1,16,0,0.4,4,2
"1312",1,189,2,1.85,1,0.4
"1313",1,167,3,1.55,0,0.25
"1314",1,150,0,0.3,3,2
"1315",1,198,1,0.9,0,0.3
"1316",1,75,0,0.6,2,1.15
"1317",1,154,2,0.4,0,0.2
"1318",1,185,4,2,4,1.7
"1319",1,85,1,0.3,0,1
"1320",1,17,1,0.95,3,2
"1321",1,7,0,0.9,1,0.7
"1322",1,186,4,1.35,1,0.55
"1323",1,148,3,1.55,3,1.25
"1324",1,86,2,0.9,2,1.05
"1325",1,20,4,0.45,0,0.4
"1326",1,40,0,0.25,1,0.1
"1327",1,124,1,1,3,1.2
"1328",1,41,1,0.1,1,0.15
"1329",1,40,0,0.25,1,0.55
"1330",1,57,4,1.7,1,0.8
"1331",1,156,0,0.25,4,0.35
"1332",1,73,2,1.45,2,1.2
"1333",1,169,0,0.9,4,1.75
"1334",1,76,1,0.8,1,0.3
"1335",1,142,3,1.75,3,1.6
"1336",1,147,0,0.5,1,0.55
"1337",1,150,2,0.75,4,1.65
"1338",1,127,4,0.95,4,1.1
"1339",1,127,3,1.1,2,0.45
"1340",1,22,3,1.3,1,1
"1341",1,84,3,1.75,2,1.6
"1342",1,130,2,0.75,2,1.95
"1343",1,130,0,0.5,2,1.55
"1344",1,178,0,0.3,1,0.3
"1345",1,173,0,0.95,0,0.85
"1346",1,159,2,0.85,1,0.2
"1347",1,20,2,0.2,3,1.4
"1348",1,19,2,0.3,2,1.45
"1349",1,174,2,1.15,3,1.15
"1350",1,181,2,1.45,1,1
"1351",1,185,1,0.65,3,1.9
"1352",1,177,4,1.05,3,1.05
"1353",1,54,1,0.85,2,0.95
"1354",1,26,0,0.45,0,1
"1355",1,150,2,0.1,2,1.6
"1356",1,173,2,0.9,0,0.25
"1357",1,174,0,0.7,0,0.65
"1358",1,51,4,0.75,2,1.35
"1359",1,98,3,1.8,0,0.5
"1360",1,112,1,0.9,3,1.7
"1361",1,10,0,0.7,1,0.55
"1362",1,77,4,0.85,3,1.55
"1363",1,145,1,0.8,0,0.15
"1364",1,71,0,0.4,0,0.8
"1365",1,44,2,0.3,4,1.05
"1366",1,117,4,0.8,3,1.85
"1367",1,22,0,0.8,1,0.55
"1368",1,161,2,0.95,0,0.25
"1369",1,191,3,1.65,0,1
"1370",1,13,0,0.45,0,0.3
"1371",1,98,0,0.25,2,1.2
"1372",1,37,2,1.7,2,0.6
"1373",1,29,1,0.95,4,0.45
"1374",1,72,4,1.4,3,1.55
"1375",1,145,0,0.4,3,1.15
"1376",1,8,1,0.85,4,0.05
"1377",1,39,4,0.2,4,0.9
"1378",1,191,3,1.65,4,0.25
"1379",1,160,4,1.85,4,1.4
"1380",1,179,4,0.6,1,0.15
"1381",1,126,0,1,3,1.2
"1382",1,70,1,0.6,0,0.55
"1383",1,119,3,1.9,4,1.6
"1384",1,133,2,1.5,1,0.8
"1385",1,134,3,1.35,1,0.6
"1386",1,166,1,0.3,2,1.8
"1387",1,55,4,0.9,4,0.1
"1388",1,189,3,1.65,0,0.25
"1389",1,164,2,0.9,4,0.6
"1390",1,19,2,0.9,4,0.7
"1391",1,46,2,0.3,2,0.9
"1392",1,117,0,0.5,1,0.65
"1393",1,112,2,0.05,3,1.95
"1394",1,45,1,0.2,2,0.35
"1395",1,133,3,1.25,0,0.9
"1396",1,187,0,0.45,4,1.15
"1397",1,114,1,0.5,2,1.1
"1398",1,155,4,1.35,0,0.6
"1399",1,175,0,0.9,2,0.85
"1400",1,19,3,1.55,2,1.55
"1401",1,157,0,0.75,4,0.2
"1402",1,47,4,1.05,0,0.4
"1403",1,79,4,0.4,2,0.65
"1404",1,82,4,1.5,2,0.7
"1405",1,24,0,0.75,4,1.65
"1406",1,120,4,2,4,0.9
"1407",1,57,4,0.85,4,0.6
"1408",1,17,3,1.4,1,0.6
"1409",1,9,4,1.05,0,0.45
"1410",1,38,4,1.5,2,1.7
"1411",1,77,2,0.25,3,1.35
"1412",1,172,1,0.05,0,0.75
"1413",1,55,1,0.3,3,1.35
"1414",1,59,0,0.65,0,0.25
"1415",1,66,2,1.3,0,0.4
"1416",1,107,3,1.85,1,0.15
"1417",1,179,1,0.3,1,0.35
"1418",1,22,2,0.7,3,1.8
"1419",1,168,1,0.2,2,1.75
"1420",1,118,1,0.1,0,0.8
"1421",1,15,0,1,4,1.75
"1422",1,18,0,0.15,3,1.85
"1423",1,161,3,1.25,2,1.8
"1424",1,20,3,1.85,2,1.1
"1425",1,35,0,1,3,1.9
"1426",1,132,3,1.75,4,1.45
"1427",1,58,0,0.75,2,1.95
"1428",1,188,2,1.2,0,0.7
"1429",1,84,0,0.15,1,0.5
"1430",1,113,4,1.7,2,0.1
"1431",1,111,3,1.05,4,1.8
"1432",1,49,0,0.6,1,0.95
"1433",1,81,2,0.7,0,0.75
"1434",1,129,0,0.9,0,0.95
"1435",1,75,2,0.2,1,0.9
"1436",1,157,2,1.5,3,1.85
"1437",1,162,4,1.1,1,0.1
"1438",1,32,3,1.55,4,1.4
"1439",1,144,3,1.2,2,1.9
"1440",1,139,3,1.1,0,0.7
"1441",1,104,4,1,3,1.4
"1442",1,129,1,0.7,2,0.15
"1443",1,62,3,1.55,2,1.1
"1444",1,18,1,0.45,1,0.25
"1445",1,172,3,1.8,3,1.65
"1446",1,43,0,0.95,0,0.25
"1447",1,24,0,0.85,1,0.2
"1448",1,156,3,1.3,0,0.9
"1449",1,16,0,0.75,1,0.15
"1450",1,8,3,1.95,2,1.7
"1451",1,88,2,1.9,3,1.55
"1452",1,87,3,1.45,4,0.25
"1453",1,38,3,1.25,4,0.3
"1454",1,195,0,1,3,1.5
"1455",1,182,2,0.35,2,1.25
"1456",1,180,0,1,4,1.35
"1457",1,136,0,0.55,2,1.4
