,Changepoint,M1,E1,M2,E2
872,146,4,0.35,0,0.6
873,30,3,1.5,3,1.95
874,66,2,0.35,3,1.75
875,123,2,1.2,3,1.75
876,7,2,1.6,4,1.75
877,86,3,1.75,4,1.65
878,100,2,1.75,0,0.7
879,68,0,0.75,3,1.95
880,149,0,0.15,3,1.4
881,160,2,1.95,2,1.4
882,198,1,0.7,0,0.3
883,141,3,1.75,1,0.2
884,168,1,0.95,0,0.75
885,15,4,0.65,3,1.05
886,75,0,0.05,2,1.65
887,49,2,0.6,4,0.75
888,27,4,1.5,3,2.0
889,84,0,0.9,2,1.9
890,21,1,0.3,4,0.8
891,10,4,1.6,4,0.95
892,148,0,0.5,1,0.45
893,89,1,0.3,2,0.8
894,116,1,0.65,0,0.4
895,181,2,1.55,3,1.9
896,36,4,1.8,2,1.25
897,30,4,1.65,2,1.55
898,47,3,1.95,2,0.4
899,143,0,0.3,2,0.5
900,4,3,1.3,0,1.0
901,14,4,1.9,2,0.55
902,65,2,0.35,2,0.9
903,39,2,0.65,1,0.05
904,89,4,2.0,1,0.7
905,111,0,0.2,1,0.85
906,3,4,1.45,0,0.85
907,95,2,1.95,4,0.3
908,35,2,0.9,3,1.7
909,39,2,0.2,1,1.0
910,83,2,1.4,3,1.9
911,137,0,0.85,0,0.7
912,174,0,0.9,4,1.5
913,177,1,0.75,4,1.2
914,167,1,0.85,2,0.45
915,198,0,0.35,2,0.05
916,127,1,0.2,4,0.85
917,108,3,1.65,3,1.05
918,177,3,1.65,2,0.65
919,102,3,1.4,3,1.3
920,195,2,1.85,4,0.8
921,167,4,1.55,4,1.65
922,34,1,0.1,4,1.8
923,53,4,1.7,3,1.05
924,79,2,1.75,0,0.55
925,175,4,0.15,1,0.85
926,185,4,1.7,1,0.1
927,163,2,0.35,1,0.95
928,96,2,1.4,1,0.9
929,65,0,0.6,0,0.5
930,100,0,0.15,1,0.65
931,188,3,1.5,1,0.75
932,196,4,0.6,0,0.6
933,37,2,1.8,4,1.1
934,44,4,0.65,1,0.6
935,67,4,1.7,0,0.75
936,14,4,0.3,2,0.6
937,198,3,1.85,3,1.05
938,15,3,1.15,3,1.6
939,149,0,1.0,4,0.1
940,64,3,1.75,4,2.0
941,111,4,1.85,3,1.4
942,62,2,1.05,2,0.1
943,80,1,0.1,0,0.25
944,74,4,0.1,1,0.9
945,53,2,1.95,1,0.25
946,104,3,1.35,2,0.55
947,155,1,0.45,4,1.05
948,90,4,0.3,0,0.05
949,88,4,1.9,1,0.7
950,86,0,0.55,3,1.95
951,141,1,0.25,0,0.25
952,32,2,0.5,1,0.25
953,152,0,0.95,2,0.1
954,84,4,1.85,4,0.6
955,49,0,0.95,1,0.05
956,144,1,0.05,3,1.8
957,46,0,0.4,2,1.55
958,138,2,1.65,0,0.75
959,127,3,1.5,2,1.05
960,82,3,2.0,3,1.9
961,88,3,1.35,1,0.2
962,8,2,1.2,0,0.15
963,123,0,0.6,0,0.45
964,72,0,0.75,0,0.65
965,49,2,1.0,4,1.5
966,57,2,1.5,2,1.55
967,122,0,0.55,1,0.85
968,112,2,0.05,4,0.9
969,144,2,1.5,0,0.15
970,97,1,0.55,3,1.4
971,5,1,0.95,2,1.05
972,106,1,0.25,1,0.7
973,88,1,0.75,4,0.5
974,131,2,0.1,4,1.2
975,102,2,0.8,0,0.8
976,187,2,0.65,1,0.75
977,42,1,0.95,2,0.05
978,85,4,0.85,1,0.45
979,97,1,0.9,2,1.0
980,131,1,0.75,0,0.65
981,2,3,1.55,3,1.75
982,57,3,1.05,2,1.9
983,106,4,1.95,1,0.95
984,14,1,0.45,2,1.45
985,41,0,0.05,3,1.55
986,35,2,0.8,1,0.25
987,62,2,1.0,4,0.6
988,25,1,0.8,2,0.4
989,110,2,0.65,2,0.45
990,82,0,0.35,3,2.0
991,84,4,0.85,3,1.1
992,133,0,0.3,1,0.9
993,38,2,1.9,1,0.1
994,197,4,0.5,0,0.15
995,12,2,1.05,4,0.6
996,55,4,0.7,3,1.65
997,7,2,1.6,2,1.2
998,193,1,0.6,2,0.7
999,175,1,0.25,4,1.4
1000,168,4,1.1,1,0.4
1001,53,2,0.4,1,0.4
1002,71,3,1.9,1,0.65
1003,120,1,0.35,4,1.6
1004,113,0,0.1,1,0.8
1005,115,4,1.1,0,0.3
1006,60,2,0.6,3,1.45
1007,9,2,1.1,2,1.9
1008,11,0,0.6,1,0.85
1009,64,2,1.9,4,0.8
1010,17,2,1.6,4,1.8
1011,181,1,0.8,2,0.35
1012,27,0,0.2,1,0.35
1013,170,1,0.9,2,1.25
1014,102,4,1.0,1,1.0
1015,56,1,0.05,3,1.9
1016,78,1,0.35,2,1.2
1017,132,2,1.75,1,0.55
1018,120,4,1.35,2,0.35
1019,79,2,1.7,0,0.7
1020,16,1,0.75,3,1.4
1021,196,4,1.7,0,0.4
1022,163,0,0.55,4,1.75
1023,159,4,1.75,0,0.05
1024,187,2,0.75,1,0.95
1025,29,2,1.75,1,0.85
1026,157,4,1.25,0,0.45
1027,79,0,0.15,4,0.35
1028,154,0,0.75,2,1.5
1029,50,0,0.85,0,0.9
1030,153,3,1.1,4,2.0
1031,182,2,0.3,3,1.65
1032,7,1,0.45,1,0.85
1033,100,0,0.55,0,0.6
1034,171,0,0.95,4,1.4
1035,133,1,0.4,3,1.3
1036,178,0,0.15,2,0.65
1037,46,1,0.8,1,0.5
1038,89,2,1.15,1,0.9
1039,57,2,0.05,0,0.05
1040,146,4,1.7,0,0.45
1041,124,4,1.3,3,1.8
1042,142,3,1.65,4,1.0
1043,136,3,1.75,1,0.8
1044,42,0,0.35,0,0.2
1045,102,3,1.3,0,0.2
1046,25,1,0.55,0,0.15
1047,51,4,1.4,4,0.45
1048,59,1,0.6,0,0.8
1049,40,4,1.8,0,0.6
1050,144,2,1.9,1,0.9
1051,181,0,0.25,1,0.8
1052,86,4,1.6,4,0.1
1053,50,4,0.75,1,0.6
1054,100,1,0.25,1,0.75
1055,143,4,1.15,1,0.7
1056,133,2,0.5,1,0.05
1057,66,1,0.4,2,0.15
1058,164,3,1.35,0,0.75
1059,99,1,0.65,1,0.2
1060,25,0,0.25,2,0.4
1061,124,4,0.3,0,1.0
1062,32,0,0.8,3,1.5
1063,40,3,1.3,3,1.7
1064,43,0,0.05,1,0.75
1065,10,0,0.6,1,0.15
1066,15,2,0.1,1,0.55
1067,177,4,1.3,4,1.35
1068,132,3,1.1,1,0.4
1069,101,2,1.05,3,1.6
1070,173,3,1.7,0,0.3
1071,12,1,0.6,1,0.15
1072,149,2,1.45,2,0.5
1073,136,3,2.0,0,0.65
1074,88,0,0.75,0,0.05
1075,120,1,0.25,3,1.65
1076,108,0,0.2,0,0.45
1077,37,0,0.7,0,0.45
1078,191,4,1.2,1,0.95
1079,50,0,0.2,0,0.3
1080,149,0,0.1,0,0.75
1081,42,0,0.1,2,1.6
1082,69,0,0.8,1,0.75
1083,50,3,1.35,2,1.7
1084,7,2,1.65,3,1.05
1085,76,0,0.25,3,1.55
1086,147,2,0.9,3,1.45
1087,77,0,0.3,0,0.8
1088,65,4,1.85,1,0.55
1089,54,4,0.5,3,1.75
1090,195,1,0.9,2,0.8
1091,48,4,0.1,0,0.05
1092,182,0,0.4,3,1.1
1093,64,3,1.55,2,0.4
1094,158,4,0.75,4,0.15
1095,65,2,0.7,1,0.2
1096,8,4,0.9,1,0.6
1097,31,0,0.25,1,0.1
1098,26,2,1.5,0,0.7
1099,8,0,0.05,1,0.65
1100,43,0,0.35,0,0.4
1101,37,3,1.55,2,1.3
1102,138,3,1.85,3,1.15
1103,9,2,0.85,0,0.05
1104,173,4,1.85,0,0.65
1105,145,4,1.2,4,0.3
1106,186,0,0.35,0,0.2
1107,59,0,0.6,1,0.6
1108,88,4,1.4,2,0.7
1109,195,4,1.4,3,1.15
1110,97,1,0.6,1,0.55
1111,91,4,1.5,2,0.8
1112,154,2,0.2,0,0.45
1113,4,3,1.3,4,0.3
1114,58,3,1.7,1,0.65
1115,122,4,0.5,4,1.9
1116,136,1,0.4,3,1.1
1117,81,1,0.95,4,1.65
1118,59,2,0.4,1,0.05
1119,58,2,1.65,4,1.0
1120,17,4,1.35,1,0.45
1121,50,4,1.25,0,0.2
1122,1,4,1.4,0,0.95
1123,116,4,1.25,1,0.1
1124,130,1,0.85,4,0.15
1125,77,3,1.2,4,0.45
1126,82,0,0.25,1,0.75
1127,53,3,1.85,2,1.35
1128,139,0,0.15,0,0.5
1129,46,4,0.2,0,0.3
1130,53,1,0.25,0,0.2
1131,123,2,1.8,3,1.2
1132,126,4,0.55,0,0.9
1133,150,4,0.75,2,1.85
1134,18,2,0.2,4,0.45
1135,117,2,0.25,4,1.55
1136,50,4,0.6,2,1.95
1137,118,2,0.65,2,0.95
1138,138,1,1.0,2,0.1
1139,106,3,1.7,0,0.65
1140,155,2,0.8,2,1.55
1141,55,4,1.8,4,0.75
1142,23,1,0.05,0,0.7
1143,70,1,0.6,3,1.35
1144,43,1,0.8,4,1.1
1145,119,3,1.15,4,0.15
1146,76,3,1.55,1,0.7
1147,110,4,0.2,4,0.4
1148,154,4,0.15,1,0.45
1149,142,3,1.05,2,0.05
1150,187,3,1.65,4,0.5
1151,41,0,0.9,2,1.7
1152,59,1,0.3,1,0.05
1153,62,4,1.85,3,2.0
1154,113,2,1.25,0,0.2
1155,136,2,1.2,2,1.95
1156,167,3,1.85,2,0.3
1157,127,0,0.25,4,1.15
1158,161,2,1.1,1,0.55
1159,176,1,0.85,0,0.15
1160,144,2,0.8,4,1.1
1161,15,1,0.75,3,1.3
1162,107,0,0.6,4,1.6
1163,107,1,0.6,0,0.7
1164,12,4,1.6,0,0.35
1165,113,1,0.7,1,0.05
1166,150,2,0.05,0,0.75
1167,171,2,1.55,4,1.65
1168,46,0,0.55,4,0.65
1169,15,2,0.15,3,1.4
1170,1,0,0.2,3,1.85
1171,4,2,0.3,1,0.05
1172,178,3,1.7,1,0.6
1173,37,3,1.35,1,0.3
1174,54,1,0.55,1,0.25
1175,149,4,1.8,4,0.25
1176,18,4,0.7,1,0.5
1177,164,2,0.6,3,1.35
1178,58,3,1.35,2,0.4
1179,144,4,0.2,3,1.85
1180,111,1,0.15,1,0.9
1181,87,2,0.1,0,0.2
1182,151,4,0.2,1,0.75
1183,171,3,1.55,1,0.35
1184,56,2,0.2,2,1.1
1185,26,4,1.25,4,1.4
1186,176,1,0.4,1,0.1
1187,57,4,0.15,4,1.7
1188,9,3,1.35,4,0.3
1189,31,0,0.65,3,1.7
1190,79,3,1.2,1,1.0
1191,50,2,0.8,1,0.85
1192,92,1,0.85,2,0.7
1193,94,0,0.55,4,1.15
1194,135,1,0.25,2,0.5
1195,55,0,0.2,0,0.85
1196,11,2,1.55,2,1.2
1197,71,0,0.9,0,0.6
1198,157,2,1.45,1,0.85
1199,132,1,0.4,2,0.9
1200,166,2,1.0,2,0.4
1201,109,0,0.85,4,0.6
1202,48,2,1.1,2,0.95
1203,146,2,1.85,2,0.85
1204,138,2,0.5,4,1.9
1205,37,2,1.65,1,0.25
1206,155,4,0.15,1,0.75
1207,16,3,1.3,0,0.4
1208,90,1,0.8,4,0.25
1209,136,1,0.65,0,0.5
1210,122,3,1.35,2,1.15
1211,130,4,1.55,0,0.45
1212,49,0,0.75,2,1.05
1213,12,0,0.5,1,0.8
1214,7,2,1.65,1,0.1
1215,47,4,0.4,4,1.9
1216,65,3,1.5,4,1.1
1217,71,0,0.55,3,1.45
1218,32,2,1.1,1,0.6
1219,132,0,0.35,3,1.75
1220,75,0,0.9,4,0.95
1221,141,4,0.05,0,0.9
1222,9,4,1.55,3,1.05
1223,76,4,1.0,4,1.4
1224,85,4,1.35,3,1.85
1225,127,2,0.8,0,0.7
1226,161,0,0.85,3,1.65
1227,61,4,1.8,4,1.9
1228,131,2,0.7,3,1.05
1229,13,0,0.3,2,1.4
1230,104,2,1.95,4,2.0
1231,2,1,0.75,4,1.5
1232,43,2,1.95,4,0.55
1233,158,3,1.65,1,0.55
1234,128,2,1.4,1,0.5
1235,168,0,0.85,1,0.45
1236,64,0,0.3,1,0.9
1237,195,2,1.85,4,1.9
1238,65,0,0.35,3,1.4
1239,17,0,0.15,4,1.25
1240,60,1,0.35,2,1.95
1241,159,0,0.4,3,1.35
1242,95,1,0.5,4,0.35
1243,190,1,0.7,2,1.9
1244,141,2,1.0,1,0.9
1245,140,2,1.1,2,0.7
1246,195,2,0.7,2,1.35
1247,32,1,0.45,1,0.3
1248,179,4,0.95,2,0.65
1249,13,0,0.85,2,1.4
1250,129,2,0.95,0,0.75
1251,4,1,0.25,2,1.95
1252,7,0,0.9,1,0.65
1253,24,0,0.05,3,1.15
1254,193,1,0.4,4,1.3
1255,10,2,1.15,2,1.0
1256,42,1,0.15,3,1.15
1257,175,2,0.45,3,1.6
1258,144,2,0.15,2,1.05
1259,133,0,0.7,0,0.75
1260,156,0,0.55,1,0.6
1261,110,4,1.45,0,0.25
1262,199,0,0.7,3,1.5
1263,144,4,0.75,1,0.15
1264,146,1,0.45,4,0.65
1265,174,1,0.2,2,0.9
1266,59,1,0.15,1,0.25
1267,92,2,0.85,4,0.55
1268,117,2,0.95,0,0.1
1269,146,0,0.65,2,1.55
1270,97,3,1.65,3,1.45
1271,83,0,0.2,2,1.1
1272,59,4,0.05,3,1.5
1273,26,3,1.4,3,1.9
1274,126,1,1.0,2,1.55
1275,83,0,0.05,0,0.25
1276,135,4,1.35,1,0.1
1277,89,1,0.65,0,0.8
1278,88,0,0.95,0,0.5
1279,98,0,0.75,4,1.75
1280,194,1,0.65,3,1.45
1281,168,2,0.2,0,0.55
1282,160,3,1.5,3,1.25
1283,152,3,1.2,2,0.15
1284,185,4,1.15,4,1.35
1285,99,1,0.35,3,1.7
1286,120,2,1.5,2,1.75
1287,36,2,1.8,0,0.75
1288,97,4,1.75,0,0.3
1289,86,4,1.4,0,0.3
1290,127,4,0.85,0,0.2
1291,122,0,0.6,2,0.5
1292,106,0,0.9,4,0.9
1293,42,3,1.15,1,0.75
1294,114,1,0.9,4,0.2
1295,3,4,0.5,0,1.0
1296,143,2,1.65,4,1.5
1297,112,4,1.15,4,0.5
1298,143,2,1.3,3,2.0
1299,176,4,2.0,2,0.05
1300,27,4,0.35,0,0.4
1301,131,1,0.55,2,0.7
1302,126,0,0.05,1,0.45
1303,117,1,0.8,0,0.7
1304,133,4,0.4,4,1.05
1305,132,4,0.7,2,0.15
1306,141,2,1.85,1,0.4
1307,158,4,1.85,2,0.2
1308,65,0,0.35,3,1.8
1309,83,2,1.6,2,0.2
1310,16,0,0.4,4,2.0
1311,189,2,1.85,1,0.4
1312,167,3,1.55,0,0.25
1313,150,0,0.3,3,2.0
1314,198,1,0.9,0,0.3
1315,75,0,0.6,2,1.15
1316,154,2,0.4,0,0.2
1317,185,4,2.0,4,1.7
1318,85,1,0.3,0,1.0
1319,17,1,0.95,3,2.0
1320,7,0,0.9,1,0.7
1321,186,4,1.35,1,0.55
1322,148,3,1.55,3,1.25
1323,86,2,0.9,2,1.05
1324,20,4,0.45,0,0.4
1325,40,0,0.25,1,0.1
1326,124,1,1.0,3,1.2
1327,41,1,0.1,1,0.15
1328,40,0,0.25,1,0.55
1329,57,4,1.7,1,0.8
1330,156,0,0.25,4,0.35
1331,73,2,1.45,2,1.2
1332,169,0,0.9,4,1.75
1333,76,1,0.8,1,0.3
1334,142,3,1.75,3,1.6
1335,147,0,0.5,1,0.55
1336,150,2,0.75,4,1.65
1337,127,4,0.95,4,1.1
1338,127,3,1.1,2,0.45
1339,22,3,1.3,1,1.0
1340,84,3,1.75,2,1.6
1341,130,2,0.75,2,1.95
1342,130,0,0.5,2,1.55
1343,178,0,0.3,1,0.3
1344,173,0,0.95,0,0.85
1345,159,2,0.85,1,0.2
1346,20,2,0.2,3,1.4
1347,19,2,0.3,2,1.45
1348,174,2,1.15,3,1.15
1349,181,2,1.45,1,1.0
1350,185,1,0.65,3,1.9
1351,177,4,1.05,3,1.05
1352,54,1,0.85,2,0.95
1353,26,0,0.45,0,1.0
1354,150,2,0.1,2,1.6
1355,173,2,0.9,0,0.25
1356,174,0,0.7,0,0.65
1357,51,4,0.75,2,1.35
1358,98,3,1.8,0,0.5
1359,112,1,0.9,3,1.7
1360,10,0,0.7,1,0.55
1361,77,4,0.85,3,1.55
1362,145,1,0.8,0,0.15
1363,71,0,0.4,0,0.8
1364,44,2,0.3,4,1.05
1365,117,4,0.8,3,1.85
1366,22,0,0.8,1,0.55
1367,161,2,0.95,0,0.25
1368,191,3,1.65,0,1.0
1369,13,0,0.45,0,0.3
1370,98,0,0.25,2,1.2
1371,37,2,1.7,2,0.6
1372,29,1,0.95,4,0.45
1373,72,4,1.4,3,1.55
1374,145,0,0.4,3,1.15
1375,8,1,0.85,4,0.05
1376,39,4,0.2,4,0.9
1377,191,3,1.65,4,0.25
1378,160,4,1.85,4,1.4
1379,179,4,0.6,1,0.15
1380,126,0,1.0,3,1.2
1381,70,1,0.6,0,0.55
1382,119,3,1.9,4,1.6
1383,133,2,1.5,1,0.8
1384,134,3,1.35,1,0.6
1385,166,1,0.3,2,1.8
1386,55,4,0.9,4,0.1
1387,189,3,1.65,0,0.25
1388,164,2,0.9,4,0.6
1389,19,2,0.9,4,0.7
1390,46,2,0.3,2,0.9
1391,117,0,0.5,1,0.65
1392,112,2,0.05,3,1.95
1393,45,1,0.2,2,0.35
1394,133,3,1.25,0,0.9
1395,187,0,0.45,4,1.15
1396,114,1,0.5,2,1.1
1397,155,4,1.35,0,0.6
1398,175,0,0.9,2,0.85
1399,19,3,1.55,2,1.55
1400,157,0,0.75,4,0.2
1401,47,4,1.05,0,0.4
1402,79,4,0.4,2,0.65
1403,82,4,1.5,2,0.7
1404,24,0,0.75,4,1.65
1405,120,4,2.0,4,0.9
1406,57,4,0.85,4,0.6
1407,17,3,1.4,1,0.6
1408,9,4,1.05,0,0.45
1409,38,4,1.5,2,1.7
1410,77,2,0.25,3,1.35
1411,172,1,0.05,0,0.75
1412,55,1,0.3,3,1.35
1413,59,0,0.65,0,0.25
1414,66,2,1.3,0,0.4
1415,107,3,1.85,1,0.15
1416,179,1,0.3,1,0.35
1417,22,2,0.7,3,1.8
1418,168,1,0.2,2,1.75
1419,118,1,0.1,0,0.8
1420,15,0,1.0,4,1.75
1421,18,0,0.15,3,1.85
1422,161,3,1.25,2,1.8
1423,20,3,1.85,2,1.1
1424,35,0,1.0,3,1.9
1425,132,3,1.75,4,1.45
1426,58,0,0.75,2,1.95
1427,188,2,1.2,0,0.7
1428,84,0,0.15,1,0.5
1429,113,4,1.7,2,0.1
1430,111,3,1.05,4,1.8
1431,49,0,0.6,1,0.95
1432,81,2,0.7,0,0.75
1433,129,0,0.9,0,0.95
1434,75,2,0.2,1,0.9
1435,157,2,1.5,3,1.85
1436,162,4,1.1,1,0.1
1437,32,3,1.55,4,1.4
1438,144,3,1.2,2,1.9
1439,139,3,1.1,0,0.7
1440,104,4,1.0,3,1.4
1441,129,1,0.7,2,0.15
1442,62,3,1.55,2,1.1
1443,18,1,0.45,1,0.25
1444,172,3,1.8,3,1.65
1445,43,0,0.95,0,0.25
1446,24,0,0.85,1,0.2
1447,156,3,1.3,0,0.9
1448,16,0,0.75,1,0.15
1449,8,3,1.95,2,1.7
1450,88,2,1.9,3,1.55
1451,87,3,1.45,4,0.25
1452,38,3,1.25,4,0.3
1453,195,0,1.0,3,1.5
1454,182,2,0.35,2,1.25
1455,180,0,1.0,4,1.35
1456,136,0,0.55,2,1.4
1457,131,3,1.8,2,0.3
1458,67,1,0.6,3,1.55
1459,172,3,1.8,1,0.95
1460,95,3,1.2,0,0.7
1461,64,4,1.8,1,0.65
1462,4,2,0.65,3,1.5
1463,190,2,0.25,1,0.55
1464,109,4,1.3,1,0.75
1465,84,0,0.85,1,0.8
1466,172,0,0.45,1,0.75
1467,117,4,0.2,3,1.6
1468,157,4,1.0,2,0.9
1469,50,2,1.35,1,0.95
1470,171,2,0.55,1,0.25
1471,77,4,1.6,4,0.2
1472,35,4,0.35,1,0.7
1473,175,2,1.3,3,1.6
1474,157,1,0.35,2,1.2
1475,198,3,1.1,1,0.2
1476,55,0,0.9,1,0.7
1477,167,0,0.55,0,0.25
1478,121,3,1.75,3,1.7
1479,139,4,0.05,3,1.55
1480,82,3,1.95,2,0.65
1481,52,0,0.75,3,1.45
1482,141,3,1.2,0,0.15
1483,23,1,0.35,4,1.35
1484,28,2,0.95,1,0.75
1485,187,0,0.55,2,1.8
1486,173,1,0.1,4,1.65
1487,163,4,0.25,1,0.55
1488,104,2,0.65,2,0.75
1489,142,3,1.75,3,1.7
1490,14,1,0.1,1,0.05
1491,178,1,0.35,3,1.5
1492,15,4,0.85,3,1.4
1493,66,3,1.35,1,0.5
1494,189,1,0.7,1,1.0
1495,30,0,0.2,1,0.75
1496,192,4,1.65,2,0.9
1497,21,4,0.85,0,0.4
1498,178,2,0.85,3,1.25
1499,14,2,0.2,4,1.0
1500,132,3,1.65,0,0.1
1501,125,3,1.2,1,0.3
1502,36,2,0.45,1,0.35
1503,181,2,0.95,3,1.4
1504,49,0,0.3,0,0.25
1505,94,3,1.1,0,0.55
1506,182,4,0.35,2,1.3
1507,69,0,0.45,2,0.05
1508,89,4,0.95,0,0.5
1509,79,2,0.8,2,0.75
1510,90,0,0.4,4,1.7
1511,143,2,0.95,0,0.3
1512,195,2,0.55,4,0.15
1513,82,4,0.55,0,0.5
1514,192,3,1.2,0,0.45
1515,25,4,1.6,4,0.65
1516,83,1,0.1,4,0.95
1517,41,1,0.05,4,0.5
1518,162,3,1.95,0,0.85
1519,99,3,1.1,1,0.25
1520,131,0,0.45,2,0.05
1521,58,3,2.0,4,0.1
1522,152,1,0.25,2,1.2
1523,16,4,0.8,1,0.4
1524,129,4,1.4,4,0.4
1525,26,4,1.35,1,0.6
1526,130,2,0.35,2,1.85
1527,107,0,0.2,4,0.55
1528,136,3,2.0,2,0.8
1529,61,0,0.65,0,0.4
1530,184,2,1.55,4,0.5
1531,54,0,0.3,0,0.8
1532,150,2,0.7,4,0.45
1533,28,0,0.95,4,0.15
1534,174,1,0.3,1,0.9
1535,78,0,0.55,4,1.65
1536,92,4,1.35,1,0.2
1537,46,1,0.45,0,0.65
1538,159,0,0.1,2,1.65
1539,21,1,0.1,2,1.15
1540,121,0,0.8,2,1.0
1541,17,4,1.15,1,0.45
1542,78,2,1.8,3,1.5
1543,106,1,0.9,2,0.95
1544,40,0,0.25,1,0.55
1545,64,2,1.9,1,0.15
1546,119,2,1.1,4,1.75
1547,164,0,0.55,1,0.75
1548,105,1,0.95,1,0.8
1549,135,0,0.85,2,0.1
1550,131,3,1.05,2,0.85
1551,2,4,2.0,0,0.1
1552,131,3,1.35,2,0.35
1553,10,1,0.1,0,0.1
1554,108,4,1.35,0,0.8
1555,177,3,1.2,0,0.75
1556,161,0,0.6,2,1.8
1557,27,2,0.2,4,1.15
1558,179,1,0.15,3,1.6
1559,109,2,1.75,4,0.35
1560,104,1,0.3,0,0.9
1561,142,4,1.45,3,1.6
1562,197,1,0.45,1,1.0
1563,162,1,0.85,2,1.55
1564,18,0,0.1,1,0.7
1565,161,1,0.1,4,0.15
1566,68,3,1.45,3,1.3
1567,123,0,0.1,2,0.15
1568,103,4,1.75,3,1.75
1569,135,1,1.0,4,1.7
1570,128,4,1.65,2,0.85
1571,7,0,1.0,0,0.35
1572,129,0,0.3,1,0.25
1573,107,4,0.65,2,0.3
1574,122,0,0.15,3,1.85
1575,13,0,0.95,3,1.7
1576,51,2,0.1,2,1.35
1577,136,2,1.55,2,1.5
1578,23,3,1.8,4,0.95
1579,171,1,0.55,1,0.5
1580,178,0,1.0,2,1.75
1581,60,0,0.65,3,1.35
1582,75,2,1.45,2,0.5
1583,6,4,0.4,4,0.05
1584,159,3,1.15,2,1.55
1585,151,2,1.9,2,1.4
1586,98,2,1.45,0,0.5
1587,22,4,0.35,3,1.9
1588,118,2,0.6,0,0.25
1589,9,0,0.65,0,1.0
1590,9,2,1.7,4,0.3
1591,105,2,0.45,1,0.45
1592,47,2,0.15,3,1.8
1593,170,3,1.35,1,0.55
1594,87,1,0.75,1,0.95
1595,44,1,0.15,2,1.75
1596,59,2,0.6,0,0.35
1597,150,1,0.85,1,0.5
1598,63,4,0.75,1,0.25
1599,87,3,1.3,1,0.05
1600,195,0,0.25,1,0.4
1601,71,3,1.75,1,0.45
1602,125,4,1.85,3,1.85
1603,61,4,0.5,4,1.15
1604,90,3,2.0,2,0.8
1605,172,2,1.15,0,0.5
1606,81,4,1.35,1,0.25
1607,138,0,0.2,2,0.1
1608,132,4,0.5,3,1.15
1609,111,1,0.65,3,1.15
1610,197,4,0.1,1,0.35
1611,40,1,0.25,1,1.0
1612,121,1,0.85,2,1.75
1613,137,1,0.05,1,0.65
1614,68,0,0.5,4,0.8
1615,159,4,0.95,0,0.2
1616,99,3,1.75,2,0.8
1617,132,4,0.7,4,0.15
1618,18,4,0.6,2,0.25
1619,83,1,0.75,4,1.9
1620,30,4,0.25,1,0.8
1621,107,4,1.25,1,0.15
1622,74,1,0.65,1,0.05
1623,44,4,0.6,2,1.95
1624,160,3,1.1,1,0.35
1625,132,3,1.9,2,0.5
1626,140,0,0.3,2,0.95
1627,178,3,1.4,1,0.4
1628,193,2,1.2,1,0.1
1629,106,2,1.1,1,0.8
1630,190,4,0.8,2,1.9
1631,108,4,1.9,0,0.7
1632,156,1,0.25,3,1.7
1633,177,4,1.7,2,0.45
1634,181,0,0.1,0,0.25
1635,150,2,1.1,0,0.5
1636,36,1,0.7,4,0.3
1637,105,4,2.0,1,0.9
1638,147,1,0.6,3,1.25
1639,27,2,1.75,4,1.45
1640,57,4,1.4,1,0.7
1641,50,3,1.1,1,0.75
1642,80,3,1.1,0,0.9
1643,168,0,0.85,0,0.05
1644,112,4,0.5,3,1.45
1645,41,2,1.25,0,0.7
1646,20,1,0.85,4,1.55
1647,47,4,0.6,1,1.0
1648,100,2,1.55,3,1.4
1649,38,1,0.5,2,1.15
1650,135,1,0.3,0,0.4
1651,146,3,1.35,3,1.2
1652,39,0,0.7,4,0.4
1653,192,2,1.05,0,0.2
1654,152,2,0.5,3,1.7
1655,155,4,0.25,0,0.9
1656,186,1,0.1,2,0.55
1657,43,4,0.05,3,1.4
1658,31,2,1.95,2,0.7
1659,129,1,0.4,2,0.95
1660,40,4,1.1,2,1.1
1661,55,2,1.45,1,0.75
1662,113,1,0.1,4,1.6
1663,26,2,1.45,3,1.95
1664,172,0,0.2,0,0.9
1665,14,4,0.1,1,0.6
1666,84,4,1.05,1,0.45
1667,45,2,0.55,4,1.45
1668,80,0,0.65,4,1.3
1669,116,2,0.15,0,0.3
1670,150,1,0.25,1,0.95
1671,186,1,0.85,3,1.2
1672,40,4,0.3,4,0.35
1673,82,2,0.1,4,1.8
1674,10,1,0.05,2,1.4
1675,104,3,1.5,3,1.25
1676,146,1,0.6,2,1.5
1677,13,1,0.1,4,0.55
1678,68,1,0.9,4,1.95
1679,77,3,1.95,2,1.7
1680,147,3,1.65,0,0.9
1681,126,1,0.7,4,1.55
1682,91,3,1.7,4,0.05
1683,56,2,0.15,2,1.65
1684,155,3,1.15,4,0.65
1685,13,1,0.05,3,2.0
1686,20,2,0.75,2,1.35
1687,181,4,1.5,4,0.35
1688,73,4,1.5,1,0.1
1689,150,0,0.4,1,0.7
1690,148,4,1.0,0,0.8
1691,128,1,0.55,1,1.0
1692,68,4,0.05,3,1.15
1693,178,1,0.05,0,0.7
1694,121,3,1.55,1,0.1
1695,50,2,0.45,4,1.55
1696,136,2,0.5,4,2.0
1697,17,4,1.1,0,0.85
1698,39,0,0.45,0,0.55
1699,142,4,0.7,1,1.0
1700,77,0,0.35,3,1.7
